Date,Open,High,Low,Close,Adj Close,Volume
2018-11-17,257.559998,258.910004,256.190002,257.970001,255.595551,95006600
2018-11-18,256.26001,259.160004,255.5,258.880005,256.497192,96823900
2018-11-19,257.679993,259.01001,257.029999,258.980011,256.596252,73858100
2018-11-20,256.859985,258.299988,256.410004,257.399994,255.030792,70908200
2018-11-21,257.820007,260.700012,257.809998,260.350006,257.953644,85208300
2018-11-22,260.829987,261.970001,260.600006,260.980011,258.577881,77636700
2018-11-23,260.01001,263.920013,259.959991,262.959991,260.539612,96118400
2018-11-24,264.980011,266.980011,263,266.459991,264.007385,127900300
2018-11-25,264.820007,265.059998,261.059998,262.859985,260.440552,115531200
2018-11-26,264.01001,264.790009,260.660004,263.410004,260.985504,86030300
2018-11-27,263.209991,264.200012,262.079987,263.549988,261.124207,59204100
2018-11-28,265.609985,266.700012,263.660004,265.779999,263.333679,96883400
2018-11-29,263.390015,263.829987,261.790009,263.76001,261.332275,85613700
2018-11-30,263.920013,264.549988,262.480011,263.410004,260.985504,66136300
2018-12-01,265.100006,268.519989,264.25,267.579987,265.117096,92473700
2018-12-02,267.51001,270.470001,267.269989,269.929993,267.445465,104012100
2018-12-03,270.149994,271.200012,269.179993,270.059998,267.57428,85782500
2018-12-04,270.109985,272.029999,269.359985,271.959991,269.456787,60744800
2018-12-05,272.440002,273.440002,271.880005,273.100006,270.586304,79552800
2018-12-06,272.790009,273.339996,271.920013,272.73999,270.229614,58347800
2018-12-07,270.940002,271.549988,268.290009,270.140015,267.653564,95482000
2018-12-08,268.75,270.579987,267.829987,270.470001,267.980499,75788900
2018-12-09,271.200012,271.48999,270.029999,270.619995,268.12912,68021400
2018-12-10,272.420013,274.519989,272.339996,274.100006,271.577118,72270200
2018-12-11,275.029999,275.929993,274.559998,274.98999,272.458893,65277200
2018-12-12,273.779999,275.640015,272.869995,274.380005,271.854523,83234400
2018-12-13,276.359985,277.410004,276.130005,277.369995,274.817017,97088700
2018-12-14,276.480011,278.579987,276.470001,277.850006,275.292603,59120800
2018-12-15,277.809998,278.920013,277.25,278.410004,275.847412,76610800
2018-12-16,277.700012,278.100006,276.350006,277.420013,274.866547,64214700
2018-12-17,278.109985,279.359985,277.399994,279.140015,276.570709,78114600
2018-12-18,280.730011,281.309998,279.429993,279.519989,276.947205,69030700
2018-12-19,279.130005,280.299988,278.899994,279.320007,276.749054,56844100
2018-12-20,278.519989,279.589996,277.480011,279.200012,276.630188,56921600
2018-12-21,278.959991,279.450012,278.320007,278.679993,276.114929,69268300
2018-12-22,280.440002,280.880005,278.820007,280.420013,277.838928,78880500
2018-12-23,281.600006,281.869995,276.839996,279.399994,276.828308,106494600
2018-12-24,279.540009,279.76001,278.410004,279.019989,276.451813,59114600
2018-12-25,279.149994,279.160004,276.970001,277.329987,274.777344,75039800
2018-12-26,276.829987,276.98999,274.070007,275.01001,272.478729,94885100
2018-12-27,272.940002,274.649994,272.420013,274.459991,271.933777,85795800
2018-12-28,275.26001,278.619995,275.230011,278.440002,275.877167,65098900
2018-12-29,279.059998,280.070007,278.850006,279.48999,276.91748,79667500
2018-12-30,280.480011,282.380005,280.299988,281.339996,278.750458,80639200
2018-12-31,281.369995,281.839996,280.670013,281.160004,278.572113,67518400
2019-01-01,280.540009,282.209991,280.329987,281.309998,279.948425,81309000
2019-01-02,281.549988,282.660004,281.299988,282.329987,280.96347,62199800
2019-01-03,283.51001,284.359985,281.410004,282.399994,281.033142,90268100
2019-01-04,282.160004,283.5,280.320007,281.549988,280.187256,84609200
2019-01-05,280.640015,285.179993,280.589996,284.730011,283.351868,79550400
2019-01-06,283.220001,283.799988,279.179993,279.25,277.898407,122659300
2019-01-07,278.869995,280.190002,277.640015,279.040009,277.689423,85575200
2019-01-08,280.98999,282.179993,279.559998,281.119995,279.759338,68125900
2019-01-09,281.109985,281.76001,277.929993,279.649994,278.296448,72224700
2019-01-10,280.350006,281.209991,279.070007,280.709991,279.351318,56238500
2019-01-11,282.390015,282.839996,281.140015,282.480011,281.112762,82186800
2019-01-12,284.700012,286.160004,284.399994,285.829987,284.446533,77617900
2019-01-13,286.040009,286.230011,285.089996,285.970001,284.585876,40070400
2019-01-14,287.320007,287.76001,285.75,286.420013,285.033691,68243200
2019-01-15,286.779999,287.459991,286.01001,287.179993,285.790009,48997500
2019-01-16,287.920013,288.630005,287.600006,288.570007,287.173279,58621700
2019-01-17,288.100006,288.910004,287.369995,288.790009,287.392212,53566300
2019-01-18,287.720001,288.079987,286.700012,287.309998,285.919373,66142300
2019-01-19,287.769989,288.390015,287.309998,288.290009,286.894653,52601500
2019-01-20,288.829987,288.839996,287.579987,288.209991,286.815002,55093100
2019-01-21,290,290.470001,288.26001,290.160004,288.755585,69727800
2019-01-22,290.23999,290.350006,289.079987,289.970001,288.566498,49596700
2019-01-23,290.950012,291.01001,289.5,290.160004,288.755585,52153200
2019-01-24,291.399994,291.429993,288.98999,289.450012,288.049042,58268300
2019-01-25,290.100006,290.320007,288.660004,290.019989,288.616241,68708500
2019-01-26,289.170013,290.440002,289.070007,290.269989,288.865051,40160100
2019-01-27,290.679993,293.140015,290.420013,292.880005,291.462433,52246600
2019-01-28,292.790009,293.160004,292.070007,292.230011,290.815582,50392900
2019-01-29,292.119995,292.779999,290.730011,292.049988,290.636414,57770900
2019-01-30,292.100006,293.48999,291.23999,293.410004,291.989868,50916400
2019-01-31,293.51001,294.450012,293.410004,293.869995,292.447632,57197700
2019-02-01,293.48999,294.339996,291.920013,294.019989,292.596893,81111700
2019-02-02,294.720001,294.950012,291.799988,291.809998,290.397583,71671900
2019-02-03,291.679993,292.700012,289.519989,291.179993,289.77063,65030200
2019-02-04,292.820007,294.339996,291.299988,294.029999,292.606842,56543700
2019-02-05,289.25,293.309998,288.899994,292.820007,291.40271,107198100
2019-02-06,290.149994,290.809998,285.809998,287.929993,286.536377,144729900
2019-02-07,287.529999,289.429993,286.869995,287.529999,286.138306,91568300
2019-02-08,285.230011,287.329987,283.299988,286.660004,285.272522,103471100
2019-02-09,285.619995,288.940002,282.299988,288.100006,286.705566,112429300
2019-02-10,282.420013,283.48999,279.929993,280.859985,279.50058,127290500
2019-02-11,281.98999,285.100006,281.850006,283.399994,282.02829,77003200
2019-02-12,281.589996,285.769989,281.359985,285.059998,283.680267,73956400
2019-02-13,285.839996,289.209991,285.76001,287.700012,286.307495,76749600
2019-02-14,285.140015,288.600006,285.119995,285.839996,284.456482,100353000
2019-02-15,284.059998,285.959991,283.119995,283.950012,282.575653,62877600
2019-02-16,285.829987,286.929993,285.549988,286.51001,285.12326,46847100
2019-02-17,285.450012,286.690002,285.100006,285.630005,284.247528,49482500
2019-02-18,283.160004,283.209991,280.570007,282.140015,280.774414,98733800
2019-02-19,283.73999,284.200012,282.089996,282.779999,281.411316,55268100
2019-02-20,283.089996,284.149994,280.130005,280.149994,278.794037,70029400
2019-02-21,278.910004,279.359985,276.709991,278.269989,276.923126,104972900
2019-02-22,279.109985,280.040009,277.809998,279.029999,277.679443,62523800
2019-02-23,276.200012,277.119995,275.23999,275.269989,273.937653,86862800
2019-02-24,275.309998,276.549988,273.089996,274.570007,273.241058,96428000
2019-02-25,277.119995,280.679993,276.619995,280.529999,279.172211,77231900
2019-02-26,282.329987,282.98999,280.320007,282.959991,281.590424,71169700
2019-02-27,283.290009,285.549988,282.570007,284.799988,283.421509,69430400
2019-02-28,285.929993,288.850006,285.73999,287.649994,286.257721,74272200
2019-03-01,289.369995,290.820007,288.869995,288.970001,287.57135,60799100
2019-03-02,290.98999,291.399994,288.179993,288.899994,287.501678,58641300
2019-03-03,288.640015,289.26001,287.820007,288.390015,286.994171,47096300
2019-03-04,289.399994,289.980011,288.619995,289.579987,288.178375,48945200
2019-03-05,289.26001,289.929993,288.410004,289.26001,287.859955,52324700
2019-03-06,289.519989,290.220001,289.179993,289.369995,287.969391,39205700
2019-03-07,291.390015,293.570007,290.98999,292.399994,290.984741,85434800
2019-03-08,292.549988,293.649994,291.470001,293.059998,291.641541,78674400
2019-03-09,296.040009,296.309998,293.130005,295.859985,294.427979,116570000
2019-03-10,294.130005,295.519989,293.76001,294,294,83309500
2019-03-11,294.230011,294.579987,293.470001,293.640015,293.640015,47582700
2019-03-12,293.700012,293.730011,290.640015,290.76001,290.76001,82028700
2019-03-13,291.75,292.309998,290.350006,290.470001,290.470001,51584900
2019-03-14,291.309998,292.059998,290.890015,291.5,291.5,40355200
2019-03-15,292.579987,293.549988,292.01001,293,293,59350900
2019-03-16,296.679993,296.920013,294.329987,295.660004,295.660004,79107500
2019-03-17,295.609985,296.48999,294.679993,296.429993,296.429993,61504500
2019-03-18,297.179993,298.820007,297.019989,298.799988,298.799988,40898900
2019-03-19,297.440002,298.640015,296.01001,298.459991,298.459991,51677300
2019-03-20,297.01001,298.26001,296.220001,296.820007,296.820007,45841800
2019-03-21,295.540009,297.519989,295.480011,297.190002,297.190002,41101300
2019-03-22,298.369995,299.660004,297.779999,298.609985,298.609985,58448500
2019-03-23,299.320007,299.579987,298.200012,299.309998,299.309998,50826100
2019-03-24,299.850006,300.730011,299.51001,300.649994,300.649994,40326000
2019-03-25,301.130005,301.130005,300.190002,300.75,300.75,33900000
2019-03-26,300.649994,300.880005,299.440002,299.779999,299.779999,36650100
2019-03-27,299.75,299.929993,297.73999,297.73999,297.73999,36036300
2019-03-28,297.190002,299.25,296.700012,298.829987,298.829987,51392600
2019-03-29,300.040009,300.070007,296.980011,297.170013,297.170013,58678600
2019-03-30,297.609985,298.5,297.040009,297.899994,297.899994,43638100
